domain,combined_score,category,category_label,pc1_score,llm_score,iffy_tier,sources
nndnews.pro,0.2508,2,Low,0.2508,,,pc1
nnettle.com,0.2540,2,Low,0.2540,,,pc1
nnsl.com,0.6097,4,Moderately High,0.6097,,,pc1
nny360.com,0.6093,4,Moderately High,0.6093,,,pc1
noaa.gov,0.9231,5,High,0.9096,0.9500,,pc1+llm
nobufale.it,0.1923,1,Very Low,0.1923,,,pc1
nocensura.com,0.3602,2,Low,0.3602,,,pc1
nodisinfo.com,0.1976,1,Very Low,0.2463,0.1000,,pc1+llm
noen.at,0.5783,3,Mixed,0.5783,,,pc1
nofi.media,0.8164,5,High,0.8164,,,pc1
nogalesinternational.com,0.7948,4,Moderately High,0.8421,0.7000,,pc1+llm
nogeoingegneria.com,0.2062,2,Low,0.2062,,,pc1
noi.org,0.3500,2,Low,,,4,iffy
noinvasione.com,0.2620,2,Low,0.2620,,,pc1
noizz.de,0.5277,3,Mixed,0.5277,,,pc1
nojabforme.info,0.5148,3,Mixed,0.5148,,,pc1
nola.com,0.8583,5,High,0.8875,0.8000,,pc1+llm
nolabels.org,0.8097,5,High,0.8646,0.7000,,pc1+llm
nolareporter.com,0.5762,3,Mixed,0.6894,,4,pc1+iffy
noleftturn.us,0.3500,2,Low,,,4,iffy
nomorefakenews.com,0.1528,1,Very Low,0.1807,0.2000,1,pc1+llm+iffy
nonpareilonline.com,0.5875,3,Mixed,0.5875,,,pc1
nonsiamosoli.net,0.2164,2,Low,0.2164,,,pc1
noovo.info,0.6723,4,Moderately High,0.6723,,,pc1
noozhawk.com,0.8087,5,High,0.8631,0.7000,,pc1+llm
noqreport.com,0.1537,1,Very Low,0.1323,0.2000,2,pc1+llm+iffy
norbaonline.it,0.5839,3,Mixed,0.5839,,,pc1
norcalrecord.com,0.5162,3,Mixed,0.5743,0.4000,,pc1+llm
nordbayern.de,0.7275,4,Moderately High,0.6913,0.8000,,pc1+llm
nordeclair.fr,0.6821,4,Moderately High,0.6732,0.7000,,pc1+llm
nordesteconomia.gelocal.it,0.5901,3,Mixed,0.5901,,,pc1
nordic.businessinsider.com,0.5056,3,Mixed,0.5056,,,pc1
nordicmonitor.com,0.3247,2,Low,0.3243,0.3000,4,pc1+llm+iffy
nordkurier.de,0.7146,4,Moderately High,0.7219,0.7000,,pc1+llm
nordlittoral.fr,0.6961,4,Moderately High,0.6961,,,pc1
norfolkandtillsonburgnews.com,0.5526,3,Mixed,0.5526,,,pc1
norfolkdailynews.com,0.8790,5,High,0.8790,,,pc1
norfolkreporter.com,0.5506,3,Mixed,0.5506,,,pc1
normantranscript.com,0.6957,4,Moderately High,0.6936,0.7000,,pc1+llm
nortextimes.com,0.4064,3,Mixed,0.4064,,,pc1
north99.org,0.5863,3,Mixed,0.5863,,,pc1
northacadiananews.com,0.4510,3,Mixed,0.4510,,,pc1
northalaskanews.com,0.3691,2,Low,0.3786,,4,pc1+iffy
northalleghenynews.com,0.6061,4,Moderately High,0.6061,,,pc1
northamptonchron.co.uk,0.6619,4,Moderately High,0.6428,0.7000,,pc1+llm
northantslive.news,0.7058,4,Moderately High,0.7058,,,pc1
northantstelegraph.co.uk,0.6139,4,Moderately High,0.5708,0.7000,,pc1+llm
northaustinnews.com,0.5206,3,Mixed,0.5206,,,pc1
northbaltimorejournal.com,0.4315,3,Mixed,0.4722,,4,pc1+iffy
northbaynipissing.com,0.6312,4,Moderately High,0.6312,,,pc1
northbirminghamtimes.com,0.3082,2,Low,0.2874,,4,pc1+iffy
northbluegrassnews.com,0.4283,3,Mixed,0.4675,,4,pc1+iffy
northbostonnews.com,0.5286,3,Mixed,0.6179,,4,pc1+iffy
northbrowardnews.com,0.3275,2,Low,0.3162,,4,pc1+iffy
northcentralpa.com,0.5992,3,Mixed,0.5992,,,pc1
northcharlottetoday.com,0.4554,3,Mixed,0.5082,,4,pc1+iffy
northchestertoday.com,0.6149,4,Moderately High,0.6149,,,pc1
northchiltonadvertiser.com,0.5000,3,Mixed,0.5000,,,pc1
northcincynews.com,0.5213,3,Mixed,0.6070,,4,pc1+iffy
northcoastalnews.com,0.3824,2,Low,0.3824,,,pc1
northcoastcanews.com,0.3275,2,Low,0.3162,,4,pc1+iffy
northcoasttoday.com,0.5474,3,Mixed,0.6461,,4,pc1+iffy
northcolumbusnews.com,0.4619,3,Mixed,0.5178,,4,pc1+iffy
northcooknews.com,0.4294,3,Mixed,0.5838,0.2000,4,pc1+llm+iffy
northcountryleader.com,0.4376,3,Mixed,0.4814,,4,pc1+iffy
northcountrynow.com,0.6428,4,Moderately High,0.6428,,,pc1
northcountryreporter.com,0.3646,2,Low,0.3718,,4,pc1+iffy
northcrane.com,0.3033,2,Low,0.3033,,,pc1
northdaytonnews.com,0.5652,3,Mixed,0.6728,,4,pc1+iffy
northdelconews.com,0.4559,3,Mixed,0.4559,,,pc1
northdeltareporter.com,0.6823,4,Moderately High,0.6823,,,pc1
northdevongazette.co.uk,0.6289,4,Moderately High,0.5933,0.7000,,pc1+llm
northdsmnews.com,0.3876,2,Low,0.4064,,4,pc1+iffy
northeastherald.org,0.3500,2,Low,,,4,iffy
northeastnews.net,0.7440,4,Moderately High,0.7440,,,pc1
northegyptnews.com,0.3842,2,Low,0.4013,,4,pc1+iffy
northern-scot.co.uk,0.8208,5,High,0.8208,,,pc1
northernclarkcountyherald.com,0.3500,2,Low,,,4,iffy
northernirelandworld.com,0.6565,4,Moderately High,0.6565,,,pc1
northernnecktimes.com,0.5082,3,Mixed,0.5082,,,pc1
northernsentinel.com,0.6097,4,Moderately High,0.6097,,,pc1
northerntiernews.com,0.4559,3,Mixed,0.4559,,,pc1
northernwitimes.com,0.3500,2,Low,,,4,iffy
northessexnews.com,0.4376,3,Mixed,0.4814,,4,pc1+iffy
northfairfaxnews.com,0.5178,3,Mixed,0.5178,,,pc1
northfultontoday.com,0.4087,3,Mixed,0.4381,,4,pc1+iffy
northguilfordnews.com,0.3934,2,Low,0.4151,,4,pc1+iffy
northgwinnettnews.com,0.5580,3,Mixed,0.6619,,4,pc1+iffy
northhamptonnews.com,0.8623,5,High,0.8623,,,pc1
northhennepinnews.com,0.3613,2,Low,0.3669,,4,pc1+iffy
northhoustonnews.com,0.6952,4,Moderately High,0.6952,,,pc1
northidahotimes.com,0.4039,3,Mixed,0.4308,,4,pc1+iffy
northindynews.com,0.3902,2,Low,0.4103,,4,pc1+iffy
northinlandnews.com,0.3082,2,Low,0.2874,,4,pc1+iffy
northiowareporter.com,0.4985,3,Mixed,0.5727,,4,pc1+iffy
northiredellnews.com,0.6912,4,Moderately High,0.8118,,5,pc1+iffy
northislandgazette.com,0.6964,4,Moderately High,0.6964,,,pc1
northjeffconews.com,0.3082,2,Low,0.2874,,4,pc1+iffy
northjersey.com,0.7942,4,Moderately High,0.8413,0.7000,,pc1+llm
northkentnews.com,0.5499,3,Mixed,0.6498,,4,pc1+iffy
northkentuckynews.com,0.3752,2,Low,0.3878,,4,pc1+iffy
northkingnews.com,0.6149,4,Moderately High,0.6149,,,pc1
northknoxnews.com,0.8438,5,High,0.8438,,,pc1
northkoreatimes.com,0.8680,5,High,0.8680,,,pc1
northlaketimes.com,0.3238,2,Low,0.3108,,4,pc1+iffy
northlancasternews.com,0.4260,3,Mixed,0.4260,,,pc1
northlittlerocktimes.com,0.3082,2,Low,0.2874,,4,pc1+iffy
northmecklenburgnews.com,0.4837,3,Mixed,0.5506,,4,pc1+iffy
northmianews.com,0.3275,2,Low,0.3162,,4,pc1+iffy
northmichigannews.com,0.4376,3,Mixed,0.4814,,4,pc1+iffy
northmiddlesextimes.com,0.5466,3,Mixed,0.6449,,4,pc1+iffy
northnevadanews.com,0.5498,3,Mixed,0.6498,,4,pc1+iffy
northnewcastlenews.com,0.3565,2,Low,0.3597,,4,pc1+iffy
northnorfolknews.co.uk,0.5915,3,Mixed,0.5915,,,pc1
northoctimes.com,0.3691,2,Low,0.3786,,4,pc1+iffy
northokcnews.com,0.4274,3,Mixed,0.4661,,4,pc1+iffy
northomahatimes.com,0.5246,3,Mixed,0.6119,,4,pc1+iffy
northorlandonews.com,0.2735,2,Low,0.2352,,4,pc1+iffy
northpalmbeachtoday.com,0.3563,2,Low,0.3594,,4,pc1+iffy
northpanhandlenews.com,0.3348,2,Low,0.3272,,4,pc1+iffy
northpanhandletimes.com,0.5432,3,Mixed,0.5432,,,pc1
northpimanews.com,0.3238,2,Low,0.3108,,4,pc1+iffy
northpinellasnews.com,0.2925,2,Low,0.2637,,4,pc1+iffy
northpocononews.com,0.4264,3,Mixed,0.4264,,,pc1
northraleightoday.com,0.4007,3,Mixed,0.4260,,4,pc1+iffy
northramseynews.com,0.3617,2,Low,0.3675,,4,pc1+iffy
northrichmondtoday.com,0.5083,3,Mixed,0.5083,,,pc1
northsactoday.com,0.3691,2,Low,0.3786,,4,pc1+iffy
northsanantonionews.com,0.4422,3,Mixed,0.4422,,,pc1
northsfvtoday.com,0.3348,2,Low,0.3272,,4,pc1+iffy
northsgvnews.com,0.3691,2,Low,0.3786,,4,pc1+iffy
northshenandoahnews.com,0.6642,4,Moderately High,0.6642,,,pc1
northshorelanews.com,0.5023,3,Mixed,0.5784,,4,pc1+iffy
northsnohomishnews.com,0.4361,3,Mixed,0.4361,,,pc1
northsomersettimes.co.uk,0.5379,3,Mixed,0.5379,,,pc1
northstlnews.com,0.5863,3,Mixed,0.7044,,4,pc1+iffy
northsummitnews.com,0.4376,3,Mixed,0.4814,,4,pc1+iffy
northtamatelegraph.com,0.5087,3,Mixed,0.5087,,,pc1
northtidewaternews.com,0.7944,4,Moderately High,0.7944,,,pc1
northtrianglenews.com,0.4376,3,Mixed,0.4814,,4,pc1+iffy
northtulsatoday.com,0.4554,3,Mixed,0.5082,,4,pc1+iffy
northtxnews.com,0.3824,2,Low,0.3824,,,pc1
northumberlandgazette.co.uk,0.6898,4,Moderately High,0.6847,0.7000,,pc1+llm
northumberlandnews.com,0.5174,3,Mixed,0.5174,,,pc1
northutahnews.com,0.3718,2,Low,0.3718,,,pc1
northvegastimes.com,0.5801,3,Mixed,0.6952,,4,pc1+iffy
northwakenews.com,0.4815,3,Mixed,0.5473,,4,pc1+iffy
northwestgeorgianews.com,0.6978,4,Moderately High,0.6967,0.7000,,pc1+llm
northwichitanews.com,0.4045,3,Mixed,0.4318,,4,pc1+iffy
northwoodsreporter.com,0.4963,3,Mixed,0.4963,,,pc1
norwalkreflector.com,0.7059,4,Moderately High,0.7059,,,pc1
norwichbulletin.com,0.6326,4,Moderately High,0.5989,0.7000,,pc1+llm
nos.nl,0.8170,5,High,0.7754,0.9000,,pc1+llm
nosignalfound.fr,0.2662,2,Low,0.2662,,,pc1
nosignalfound894736876.wordpress.com,0.3312,2,Low,0.3312,,,pc1
nostraightnews.com,0.3954,2,Low,0.3954,,,pc1
notallowedto.com,0.1717,1,Very Low,0.1826,,2,pc1+iffy
nothinbutnets.com,0.6902,4,Moderately High,0.6902,,,pc1
noticias-frescas.com,0.2371,2,Low,0.2371,,,pc1
noticias365.info,0.2840,2,Low,0.2840,,,pc1
notixonline.com,0.4724,3,Mixed,0.4724,,,pc1
notixweb.com,0.2463,2,Low,0.2463,,,pc1
notiziaitalica.altervista.org,0.2165,2,Low,0.2165,,,pc1
notiziarioeuropeo.altervista.org,0.2164,2,Low,0.2164,,,pc1
notiziariosegreto.wordpress.com,0.2732,2,Low,0.2732,,,pc1
notizie-dal-web.it,0.3741,2,Low,0.3741,,,pc1
notizie-donna.it,0.6924,4,Moderately High,0.6924,,,pc1
notizie.it,0.5127,3,Mixed,0.5127,,,pc1
notizie24h.net,0.2236,2,Low,0.2236,,,pc1
notiziea5stelle.com,0.4761,3,Mixed,0.4761,,,pc1
notiziedalpopolo.altervista.org,0.2438,2,Low,0.2438,,,pc1
notizieflash.eu,0.3820,2,Low,0.3820,,,pc1
notizieinmovimentonews.blogspot.it,0.4382,3,Mixed,0.4382,,,pc1
notiziepericolose.blogspot.com,0.3001,2,Low,0.3001,,,pc1
notiziepericolose.blogspot.it,0.2840,2,Low,0.2840,,,pc1
notizieregionali.com,0.2165,2,Low,0.2165,,,pc1
notiziespericolate.com,0.2463,2,Low,0.2463,,,pc1
notizieuniversali.it,0.2165,2,Low,0.2165,,,pc1
notizzia.com,0.2843,2,Low,0.2843,,,pc1
notliberal.com,0.6963,4,Moderately High,0.6963,,,pc1
notrickszone.com,0.1869,1,Very Low,0.1988,0.2000,2,pc1+llm+iffy
notthebee.com,0.5483,3,Mixed,0.6724,0.3000,,pc1+llm
nottinghampost.com,0.6887,4,Moderately High,0.6831,0.7000,,pc1+llm
nourishingtraditions.com,0.6742,4,Moderately High,0.6742,,,pc1
nouvelobs.com,0.7361,4,Moderately High,0.7042,0.8000,,pc1+llm
nouvelordremondial.cc,0.2690,2,Low,0.2690,,,pc1
nova.news,0.5646,3,Mixed,0.5646,,,pc1
novaratoday.it,0.6462,4,Moderately High,0.6462,,,pc1
novinite.com,0.7581,4,Moderately High,0.8371,0.6000,,pc1+llm
novinky.cz,0.7875,4,Moderately High,0.8312,0.7000,,pc1+llm
novitimes.com,0.3766,2,Low,0.3899,,4,pc1+iffy
now8news.com,0.1282,1,Very Low,0.1813,0.1000,1,pc1+llm+iffy
nowmedianetwork.co,0.3500,2,Low,,,4,iffy
nownews.com,0.6801,4,Moderately High,0.6801,,,pc1
nowtheendbegins.com,0.1241,1,Very Low,0.0731,0.2000,2,pc1+llm+iffy
nowthisnews.com,0.5016,3,Mixed,0.4523,0.6000,,pc1+llm
nowtoronto.com,0.6813,4,Moderately High,0.6719,0.7000,,pc1+llm
noz.de,0.6838,4,Moderately High,0.6838,,,pc1
npcdaily.com,0.2783,2,Low,0.3675,0.1000,,pc1+llm
npr.news,0.1220,1,Very Low,0.1580,,1,pc1+iffy
npr.org,0.9204,5,High,0.9305,0.9000,,pc1+llm
nptelegraph.com,0.5672,3,Mixed,0.5009,0.7000,,pc1+llm
nra.org,0.5477,3,Mixed,0.4715,0.7000,,pc1+llm
nraila.org,0.5931,3,Mixed,0.5896,0.6000,,pc1+llm
nrcnews.pro,0.2794,2,Low,0.2794,,,pc1
nrdc.org,0.7293,4,Moderately High,0.6440,0.9000,,pc1+llm
nrlc.org,0.3123,2,Low,0.2497,0.6000,2,pc1+llm+iffy
nrpyrenees.fr,0.6212,4,Moderately High,0.6212,,,pc1
nrw-aktuell.tv,0.7570,4,Moderately High,0.7570,,,pc1
nrz.de,0.6974,4,Moderately High,0.6961,0.7000,,pc1+llm
ns2017.wordpress.com,0.3037,2,Low,0.3037,,,pc1
nsbuzz.ca,0.6587,4,Moderately High,0.6587,,,pc1
nsfnews.com,0.4818,3,Mixed,0.4818,,,pc1
nsnews.com,0.5498,3,Mixed,0.5498,,,pc1
nst.com.my,0.8247,5,High,0.8371,0.8000,,pc1+llm
ntd.com,0.3923,2,Low,0.4097,0.4000,4,pc1+llm+iffy
ntd.tv,0.4056,3,Mixed,0.4361,0.4000,4,pc1+llm+iffy
ntdnews.com,0.5079,3,Mixed,0.5079,,,pc1
ntdr34.pro,0.3008,2,Low,0.3008,,,pc1
nthqldnationalreview.com,0.4598,3,Mixed,0.4598,,,pc1
ntknetwork.com,0.6356,4,Moderately High,0.6356,,,pc1
ntlddrr.com,0.2403,2,Low,0.2403,,,pc1
ntldrr.pro,0.3160,2,Low,0.3160,,,pc1
ntv.ca,0.6300,4,Moderately High,0.6300,,,pc1
nuclear.news,0.2986,2,Low,0.2986,,,pc1
nugget.ca,0.5615,3,Mixed,0.5615,,,pc1
nugglove.com,0.7042,4,Moderately High,0.7042,,,pc1
nujournal.com,0.5187,3,Mixed,0.5187,,,pc1
numbersusa.com,0.5944,3,Mixed,0.6917,0.4000,,pc1+llm
numerama.com,0.7155,4,Moderately High,0.7232,0.7000,,pc1+llm
numero6.org,0.2531,2,Low,0.2531,,,pc1
nunadisbereel.com,0.4026,3,Mixed,0.4026,,,pc1
nunatsiaq.com,0.6539,4,Moderately High,0.6308,0.7000,,pc1+llm
nunavutnews.com,0.6473,4,Moderately High,0.6473,,,pc1
nuovamedicinagermanica.it,0.2435,2,Low,0.2435,,,pc1
nuovavenezia.gelocal.it,0.6762,4,Moderately High,0.6762,,,pc1
nursingnotes.co.uk,0.5997,3,Mixed,0.5495,0.7000,,pc1+llm
nursingtimes.net,0.6622,4,Moderately High,0.5933,0.8000,,pc1+llm
nutbarfactor.com,0.5328,3,Mixed,0.5328,,,pc1
nutraceuticals.news,0.2770,2,Low,0.2770,,,pc1
nutrientreference.com,0.1790,1,Very Low,0.2435,,1,pc1+iffy
nutrients.news,0.6139,4,Moderately High,0.6139,,,pc1
nutritionalanarchy.com,0.2402,2,Low,0.2402,,,pc1
nutritionfacts.org,0.4637,3,Mixed,0.3525,0.8000,4,pc1+llm+iffy
nvbusinessdaily.com,0.4637,3,Mixed,0.5206,,4,pc1+iffy
nvdaily.com,0.6353,4,Moderately High,0.6029,0.7000,,pc1+llm
nvic.org,0.1343,1,Very Low,0.0936,0.2000,2,pc1+llm+iffy
nw.de,0.5851,3,Mixed,0.5851,,,pc1
nwahomepage.com,0.5775,3,Mixed,0.5162,0.7000,,pc1+llm
nwalabamanews.com,0.3348,2,Low,0.3272,,4,pc1+iffy
nwaonline.com,0.7491,4,Moderately High,0.7736,0.7000,,pc1+llm
nwarkansasnews.com,0.3348,2,Low,0.3272,,4,pc1+iffy
nwatlantanews.com,0.5699,3,Mixed,0.6799,,4,pc1+iffy
nwbergennews.com,0.3617,2,Low,0.3675,,4,pc1+iffy
nwclarknews.com,0.3960,2,Low,0.4190,,4,pc1+iffy
nwconnnews.com,0.4064,3,Mixed,0.4346,,4,pc1+iffy
nwemail.co.uk,0.6396,4,Moderately High,0.6093,0.7000,,pc1+llm
nwfdailynews.com,0.8137,5,High,0.8706,0.7000,,pc1+llm
nwfranklinnews.com,0.4376,3,Mixed,0.4814,,4,pc1+iffy
nwgeorgianews.com,0.3902,2,Low,0.4103,,4,pc1+iffy
nwherald.com,0.5704,3,Mixed,0.5056,0.7000,,pc1+llm
nwhoustonnews.com,0.4842,3,Mixed,0.4842,,,pc1
nwillinoisnews.com,0.4820,3,Mixed,0.5480,,4,pc1+iffy
nwiowanews.com,0.3801,2,Low,0.3952,,4,pc1+iffy
nwitimes.com,0.8506,5,High,0.9260,0.7000,,pc1+llm
nwjerseynews.com,0.5217,3,Mixed,0.6075,,4,pc1+iffy
nwkansasnews.com,0.3485,2,Low,0.3478,,4,pc1+iffy
nwkentuckynews.com,0.6109,4,Moderately High,0.6109,,,pc1
nwlaketimes.com,0.3500,2,Low,,,4,iffy
nwlatimes.com,0.3149,2,Low,0.2973,,4,pc1+iffy
nwlouisiananews.com,0.5286,3,Mixed,0.6179,,4,pc1+iffy
nwminnesotanews.com,0.4422,3,Mixed,0.4884,,4,pc1+iffy
nwmissnews.com,0.3920,2,Low,0.4130,,4,pc1+iffy
nwmissouritimes.com,0.6463,4,Moderately High,0.7944,,4,pc1+iffy
nwmontananews.com,0.4206,3,Mixed,0.4559,,4,pc1+iffy
nwnewmexiconews.com,0.5266,3,Mixed,0.6149,,4,pc1+iffy
nwohiotimes.com,0.4218,3,Mixed,0.4576,,4,pc1+iffy
nwoklahomanews.com,0.5466,3,Mixed,0.6449,,4,pc1+iffy
nwonuovoordinemondiale.wordpress.com,0.2164,2,Low,0.2164,,,pc1
nwpanews.com,0.4529,3,Mixed,0.4529,,,pc1
nwpedia.club,0.4230,3,Mixed,0.4230,,,pc1
nwriversidenews.com,0.3238,2,Low,0.3108,,4,pc1+iffy
nwtennnews.com,0.7887,4,Moderately High,0.7887,,,pc1
nwtwincities.com,0.5266,3,Mixed,0.6149,,4,pc1+iffy
nwvalleytimes.com,0.3082,2,Low,0.2874,,4,pc1+iffy
nwwashingtonnews.com,0.3621,2,Low,0.3621,,,pc1
nwwaynenews.com,0.4007,3,Mixed,0.4260,,4,pc1+iffy
nwwyomingnews.com,0.3510,2,Low,0.3510,,,pc1
nwzonline.de,0.7155,4,Moderately High,0.7232,0.7000,,pc1+llm
ny1.com,0.8527,5,High,0.8790,0.8000,,pc1+llm
nybooks.com,0.7752,4,Moderately High,0.7128,0.9000,,pc1+llm
nybusinessdaily.com,0.4376,3,Mixed,0.4814,,4,pc1+iffy
nycaribnews.com,0.4303,3,Mixed,0.4303,,,pc1
nycgazette.com,0.3726,2,Low,0.3839,,4,pc1+iffy
nycpost.pro,0.7272,4,Moderately High,0.7272,,,pc1
nycsnews.pro,0.5780,3,Mixed,0.5780,,,pc1
nydailynews-tv.com,0.3602,2,Low,0.3602,,,pc1
nydailynews.com,0.7717,4,Moderately High,0.8076,0.7000,,pc1+llm
nylive.me,0.4393,3,Mixed,0.4393,,,pc1
nymag.com,0.6927,4,Moderately High,0.6890,0.7000,,pc1+llm
nymeta.co,0.2164,2,Low,0.2164,,,pc1
nynews.pro,0.4384,3,Mixed,0.4384,,,pc1
nypost.com,0.6260,4,Moderately High,0.6390,0.6000,,pc1+llm
nysun.com,0.6077,4,Moderately High,0.6116,0.6000,,pc1+llm
nytimes.com,0.8725,5,High,0.8588,0.9000,,pc1+llm
nytimespost.com,0.5298,3,Mixed,0.5298,,,pc1
nytwatch.com,0.3198,2,Low,0.3198,,,pc1
nyup.com,0.7270,4,Moderately High,0.7270,,,pc1
nz.finance.yahoo.com,0.6959,4,Moderately High,0.6959,,,pc1
nz.news.yahoo.com,0.6925,4,Moderately High,0.6925,,,pc1
nzdsos.com,0.1500,1,Very Low,,,2,iffy
nzherald.co.nz,0.8706,5,High,0.9058,0.8000,,pc1+llm
nzz.ch,0.7624,4,Moderately High,0.6936,0.9000,,pc1+llm
oakbaynews.com,0.6429,4,Moderately High,0.6429,,,pc1
oaklandcitywire.com,0.3086,2,Low,0.2879,,4,pc1+iffy
oaklandrecord.com,0.3824,2,Low,0.3824,,,pc1
oaklandside.org,0.7688,4,Moderately High,0.7532,0.8000,,pc1+llm
oaklandtimes.org,0.3500,2,Low,,,4,iffy
oakridger.com,0.6398,4,Moderately High,0.6097,0.7000,,pc1+llm
oann.com,0.3198,2,Low,0.4145,0.3000,2,pc1+llm+iffy
oanow.com,0.6019,4,Moderately High,0.5529,0.7000,,pc1+llm
oaoa.com,0.7160,4,Moderately High,0.7740,0.6000,,pc1+llm
oasisana.com,0.3309,2,Low,0.3309,,,pc1
oathkeepers.org,0.1871,1,Very Low,0.1993,0.2000,2,pc1+llm+iffy
obamatrackers.com,0.7867,4,Moderately High,0.7867,,,pc1
obamawatcher.com,0.2855,2,Low,0.3783,0.1000,,pc1+llm
obey.news,0.2986,2,Low,0.2986,,,pc1
obj.ca,0.6685,4,Moderately High,0.6685,,,pc1
objectifgard.com,0.6566,4,Moderately High,0.6566,,,pc1
objectiveministries.org,0.4087,3,Mixed,0.4087,,,pc1
objectivist.co,0.3144,2,Low,0.2967,,4,pc1+iffy
observateurcontinental.fr,0.5439,3,Mixed,0.5439,,,pc1
observatory.journalism.wisc.edu,0.9120,5,High,0.9120,,,pc1
observer-reporter.com,0.6727,4,Moderately High,0.6590,0.7000,,pc1+llm
observer.com,0.7075,4,Moderately High,0.7112,0.7000,,pc1+llm
observeronline.news,0.2164,2,Low,0.2164,,,pc1
observertoday.com,0.6193,4,Moderately High,0.6290,0.6000,,pc1+llm
ocala.com,0.7038,4,Moderately High,0.7057,0.7000,,pc1+llm
ocalastandard.com,0.3082,2,Low,0.2874,,4,pc1+iffy
occupy.com,0.5540,3,Mixed,0.5540,,,pc1
occupydemocrats.com,0.2003,2,Low,0.1756,0.3000,2,pc1+llm+iffy
occupyindependents.com,0.7250,4,Moderately High,0.7250,,,pc1
occupyliberals.com,0.5947,3,Mixed,0.5947,,,pc1
occupyyourself.org,0.2864,2,Low,0.2546,,4,pc1+iffy
oceana.org,0.8694,5,High,0.8541,0.9000,,pc1+llm
oceancountyleader.com,0.3581,2,Low,0.3621,,4,pc1+iffy
oceanhealthnews.com,0.4166,3,Mixed,0.4166,,,pc1
oceanstatetoday.com,0.4260,3,Mixed,0.4260,,,pc1
ocoeetoday.com,0.6498,4,Moderately High,0.6498,,,pc1
ocregister.com,0.7700,4,Moderately High,0.8050,0.7000,,pc1+llm
octopusthrower.com,0.5710,3,Mixed,0.5710,,,pc1
ocweekly.com,0.7935,4,Moderately High,0.8403,0.7000,,pc1+llm
oe24.at,0.5706,3,Mixed,0.6558,0.4000,,pc1+llm
oekotest.de,0.6834,4,Moderately High,0.6251,0.8000,,pc1+llm
off-guardian.org,0.2262,2,Low,0.1774,0.2000,4,pc1+llm+iffy
offgrid.news,0.2986,2,Low,0.2986,,,pc1
offgridsurvival.com,0.3128,2,Low,0.3128,,,pc1
officer.com,0.7229,4,Moderately High,0.7344,0.7000,,pc1+llm
offthegridnews.com,0.3500,2,Low,,,4,iffy
offthemainpage.com,0.6148,4,Moderately High,0.6148,,,pc1
offthepress.com,0.6382,4,Moderately High,0.6382,,,pc1
offthewire.com,0.5861,3,Mixed,0.5861,,,pc1
oftwominds.com,0.2306,2,Low,0.2306,,,pc1
oggi.it,0.5024,3,Mixed,0.5024,,,pc1
oggi24ore.altervista.org,0.2752,2,Low,0.2752,,,pc1
ogginotizie.info,0.2867,2,Low,0.2867,,,pc1
oggitreviso.it,0.5901,3,Mixed,0.5901,,,pc1
oglecountynews.com,0.6093,4,Moderately High,0.6093,,,pc1
ohbusinessdaily.com,0.6207,4,Moderately High,0.6207,,,pc1
ohga.it,0.5088,3,Mixed,0.5088,,,pc1
ohiocapitaljournal.com,0.7059,4,Moderately High,0.7089,0.7000,,pc1+llm
ohioindependent.com,0.3500,2,Low,,,4,iffy
ohionewstime.com,0.7053,4,Moderately High,0.7053,,,pc1
ohiopress.pro,0.2904,2,Low,0.2904,,,pc1
ohiovalleytimes.com,0.5066,3,Mixed,0.5066,,,pc1
ohmymag.com,0.5228,3,Mixed,0.5228,,,pc1
oilandwaterdontmix.org,0.7497,4,Moderately High,0.7497,,,pc1
oilgeopolitics.net,0.1923,1,Very Low,0.1923,,,pc1
oilonwhyte.com,0.7190,4,Moderately High,0.7190,,,pc1
oilprice.com,0.8413,5,High,0.9119,0.7000,,pc1+llm
oisehebdo.fr,0.5419,3,Mixed,0.5419,,,pc1
ok-salute.it,0.6203,4,Moderately High,0.6203,,,pc1
okbusinessdaily.com,0.5506,3,Mixed,0.5506,,,pc1
okcfox.com,0.7664,4,Moderately High,0.7996,0.7000,,pc1+llm
okcstandard.com,0.5863,3,Mixed,0.7044,,4,pc1+iffy
okeechobeetimes.com,0.3082,2,Low,0.2874,,4,pc1+iffy
okeefemediagroup.com,0.3500,2,Low,,,4,iffy
oklahoman.com,0.7780,4,Moderately High,0.8169,0.7000,,pc1+llm
oklahomawatch.org,0.6973,4,Moderately High,0.6459,0.8000,,pc1+llm
okotokstoday.ca,0.6201,4,Moderately High,0.6201,,,pc1
olddominionnews.com,0.5437,3,Mixed,0.5437,,,pc1
oldjuve.com,0.6505,4,Moderately High,0.6505,,,pc1
oldnorthnews.com,0.4651,3,Mixed,0.5227,,4,pc1+iffy
olehottytoddy.com,0.8177,5,High,0.8177,,,pc1
oliverwillis.com,0.6562,4,Moderately High,0.6562,,,pc1
olivieromannucci.blogspot.it,0.2531,2,Low,0.2531,,,pc1
olneydailymail.com,0.6958,4,Moderately High,0.6958,,,pc1
oltre.tv,0.3790,2,Low,0.3790,,,pc1
oltrelebarricate.wordpress.com,0.3820,2,Low,0.3820,,,pc1
olympics.nbcsports.com,0.6966,4,Moderately High,0.6966,,,pc1
olympictimes.com,0.3719,2,Low,0.3719,,,pc1
omaha.com,0.8603,5,High,0.8904,0.8000,,pc1+llm
omahacitywire.com,0.3500,2,Low,,,4,iffy
